year,County,Race_Ethnicity,leadingcause,Count,Annotation_Code,Annotation_Desc
2020,Lake,Non-Hispanic Black/African-American,HTD,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Multi-Race,HTD,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Native American/Alaskan Native,HTD,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,HTD,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,0,,
2020,Lake,Non-Hispanic White,HTD,65,,
2020,Lake,Hispanic,HYP,0,,
2020,Lake,Non-Hispanic Asian,HYP,0,,
2020,Lake,Non-Hispanic Black/African-American,HYP,0,,
2020,Lake,Non-Hispanic Multi-Race,HYP,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2020,Lake,Non-Hispanic Other/Unknown,HYP,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2020,Lake,Non-Hispanic White,HYP,,1,Cell suppressed for small numbers
2020,Lake,Hispanic,INJ,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Asian,INJ,0,,
2020,Lake,Non-Hispanic Black/African-American,INJ,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Multi-Race,INJ,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,INJ,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,0,,
2020,Lake,Non-Hispanic White,INJ,23,,
2020,Lake,Hispanic,LIV,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Asian,LIV,0,,
2020,Lake,Non-Hispanic Black/African-American,LIV,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Multi-Race,LIV,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,LIV,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2020,Lake,Non-Hispanic White,LIV,18,,
2020,Lake,Hispanic,NEP,0,,
2020,Lake,Non-Hispanic Asian,NEP,0,,
2020,Lake,Non-Hispanic Black/African-American,NEP,0,,
2020,Lake,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Native American/Alaskan Native,NEP,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,NEP,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2020,Lake,Non-Hispanic White,NEP,,1,Cell suppressed for small numbers
2020,Lake,Hispanic,OTH,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Asian,OTH,0,,
2020,Lake,Non-Hispanic Black/African-American,OTH,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Multi-Race,OTH,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,OTH,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2020,Lake,Non-Hispanic White,OTH,117,,
2020,Lake,Hispanic,PNF,0,,
2020,Lake,Non-Hispanic Asian,PNF,0,,
2020,Lake,Non-Hispanic Black/African-American,PNF,0,,
2020,Lake,Non-Hispanic Multi-Race,PNF,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2020,Lake,Non-Hispanic Other/Unknown,PNF,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2020,Lake,Non-Hispanic White,PNF,,1,Cell suppressed for small numbers
2020,Lake,Hispanic,STK,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Asian,STK,0,,
2020,Lake,Non-Hispanic Black/African-American,STK,0,,
2020,Lake,Non-Hispanic Multi-Race,STK,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Other/Unknown,STK,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,STK,0,,
2020,Lake,Non-Hispanic White,STK,,1,Cell suppressed for small numbers
2020,Lake,Hispanic,SUI,,1,Cell suppressed for small numbers
2020,Lake,Non-Hispanic Asian,SUI,0,,
2020,Lake,Non-Hispanic Black/African-American,SUI,0,,
2020,Lake,Non-Hispanic Multi-Race,SUI,0,,
2020,Lake,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2020,Lake,Non-Hispanic Other/Unknown,SUI,0,,
2020,Lake,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2020,Lake,Non-Hispanic White,SUI,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,ALZ,0,,
2020,Lassen,Non-Hispanic Asian,ALZ,0,,
2020,Lassen,Non-Hispanic Black/African-American,ALZ,0,,
2020,Lassen,Non-Hispanic Multi-Race,ALZ,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,ALZ,0,,
2020,Lassen,Non-Hispanic Other/Unknown,ALZ,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,0,,
2020,Lassen,Non-Hispanic White,ALZ,0,,
2020,Lassen,Hispanic,CAN,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Asian,CAN,0,,
2020,Lassen,Non-Hispanic Black/African-American,CAN,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Multi-Race,CAN,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,CAN,0,,
2020,Lassen,Non-Hispanic Other/Unknown,CAN,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,0,,
2020,Lassen,Non-Hispanic White,CAN,16,,
2020,Lassen,Hispanic,CLD,0,,
2020,Lassen,Non-Hispanic Asian,CLD,0,,
2020,Lassen,Non-Hispanic Black/African-American,CLD,0,,
2020,Lassen,Non-Hispanic Multi-Race,CLD,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,CLD,0,,
2020,Lassen,Non-Hispanic Other/Unknown,CLD,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2020,Lassen,Non-Hispanic White,CLD,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,DIA,0,,
2020,Lassen,Non-Hispanic Asian,DIA,0,,
2020,Lassen,Non-Hispanic Black/African-American,DIA,0,,
2020,Lassen,Non-Hispanic Multi-Race,DIA,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,DIA,0,,
2020,Lassen,Non-Hispanic Other/Unknown,DIA,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
2020,Lassen,Non-Hispanic White,DIA,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,HOM,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Asian,HOM,0,,
2020,Lassen,Non-Hispanic Black/African-American,HOM,0,,
2020,Lassen,Non-Hispanic Multi-Race,HOM,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2020,Lassen,Non-Hispanic Other/Unknown,HOM,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2020,Lassen,Non-Hispanic White,HOM,0,,
2020,Lassen,Hispanic,HTD,0,,
2020,Lassen,Non-Hispanic Asian,HTD,0,,
2020,Lassen,Non-Hispanic Black/African-American,HTD,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Multi-Race,HTD,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,HTD,0,,
2020,Lassen,Non-Hispanic Other/Unknown,HTD,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic White,HTD,27,,
2020,Lassen,Hispanic,HYP,0,,
2020,Lassen,Non-Hispanic Asian,HYP,0,,
2020,Lassen,Non-Hispanic Black/African-American,HYP,0,,
2020,Lassen,Non-Hispanic Multi-Race,HYP,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2020,Lassen,Non-Hispanic Other/Unknown,HYP,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2020,Lassen,Non-Hispanic White,HYP,0,,
2020,Lassen,Hispanic,INJ,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Asian,INJ,0,,
2020,Lassen,Non-Hispanic Black/African-American,INJ,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Multi-Race,INJ,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,INJ,0,,
2020,Lassen,Non-Hispanic Other/Unknown,INJ,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,0,,
2020,Lassen,Non-Hispanic White,INJ,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,LIV,0,,
2020,Lassen,Non-Hispanic Asian,LIV,0,,
2020,Lassen,Non-Hispanic Black/African-American,LIV,0,,
2020,Lassen,Non-Hispanic Multi-Race,LIV,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,LIV,0,,
2020,Lassen,Non-Hispanic Other/Unknown,LIV,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2020,Lassen,Non-Hispanic White,LIV,0,,
2020,Lassen,Hispanic,NEP,0,,
2020,Lassen,Non-Hispanic Asian,NEP,0,,
2020,Lassen,Non-Hispanic Black/African-American,NEP,0,,
2020,Lassen,Non-Hispanic Multi-Race,NEP,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2020,Lassen,Non-Hispanic Other/Unknown,NEP,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2020,Lassen,Non-Hispanic White,NEP,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,OTH,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Asian,OTH,0,,
2020,Lassen,Non-Hispanic Black/African-American,OTH,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Multi-Race,OTH,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Native American/Alaskan Native,OTH,0,,
2020,Lassen,Non-Hispanic Other/Unknown,OTH,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2020,Lassen,Non-Hispanic White,OTH,29,,
2020,Lassen,Hispanic,PNF,0,,
2020,Lassen,Non-Hispanic Asian,PNF,0,,
2020,Lassen,Non-Hispanic Black/African-American,PNF,0,,
2020,Lassen,Non-Hispanic Multi-Race,PNF,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2020,Lassen,Non-Hispanic Other/Unknown,PNF,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2020,Lassen,Non-Hispanic White,PNF,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,STK,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Asian,STK,0,,
2020,Lassen,Non-Hispanic Black/African-American,STK,0,,
2020,Lassen,Non-Hispanic Multi-Race,STK,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,STK,0,,
2020,Lassen,Non-Hispanic Other/Unknown,STK,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,STK,0,,
2020,Lassen,Non-Hispanic White,STK,,1,Cell suppressed for small numbers
2020,Lassen,Hispanic,SUI,0,,
2020,Lassen,Non-Hispanic Asian,SUI,0,,
2020,Lassen,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2020,Lassen,Non-Hispanic Multi-Race,SUI,0,,
2020,Lassen,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2020,Lassen,Non-Hispanic Other/Unknown,SUI,0,,
2020,Lassen,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2020,Lassen,Non-Hispanic White,SUI,,1,Cell suppressed for small numbers
2020,Los Angeles,Hispanic,ALZ,721,,
2020,Los Angeles,Non-Hispanic Asian,ALZ,386,,
2020,Los Angeles,Non-Hispanic Black/African-American,ALZ,312,,
2020,Los Angeles,Non-Hispanic Multi-Race,ALZ,23,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,ALZ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,ALZ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,ALZ,1669,,
2020,Los Angeles,Hispanic,CAN,2713,,
2020,Los Angeles,Non-Hispanic Asian,CAN,1455,,
2020,Los Angeles,Non-Hispanic Black/African-American,CAN,1131,,
2020,Los Angeles,Non-Hispanic Multi-Race,CAN,59,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,CAN,18,,
2020,Los Angeles,Non-Hispanic Other/Unknown,CAN,42,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,35,,
2020,Los Angeles,Non-Hispanic White,CAN,4065,,
2020,Los Angeles,Hispanic,CLD,333,,
2020,Los Angeles,Non-Hispanic Asian,CLD,190,,
2020,Los Angeles,Non-Hispanic Black/African-American,CLD,287,,
2020,Los Angeles,Non-Hispanic Multi-Race,CLD,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,CLD,14,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,CLD,1205,,
2020,Los Angeles,Hispanic,DIA,879,,
2020,Los Angeles,Non-Hispanic Asian,DIA,332,,
2020,Los Angeles,Non-Hispanic Black/African-American,DIA,350,,
2020,Los Angeles,Non-Hispanic Multi-Race,DIA,14,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,DIA,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,DIA,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,15,,
2020,Los Angeles,Non-Hispanic White,DIA,562,,
2020,Los Angeles,Hispanic,HOM,195,,
2020,Los Angeles,Non-Hispanic Asian,HOM,21,,
2020,Los Angeles,Non-Hispanic Black/African-American,HOM,131,,
2020,Los Angeles,Non-Hispanic Multi-Race,HOM,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,HOM,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,HOM,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2020,Los Angeles,Non-Hispanic White,HOM,38,,
2020,Los Angeles,Hispanic,HTD,2991,,
2020,Los Angeles,Non-Hispanic Asian,HTD,1481,,
2020,Los Angeles,Non-Hispanic Black/African-American,HTD,1555,,
2020,Los Angeles,Non-Hispanic Multi-Race,HTD,75,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,HTD,36,,
2020,Los Angeles,Non-Hispanic Other/Unknown,HTD,79,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,34,,
2020,Los Angeles,Non-Hispanic White,HTD,5193,,
2020,Los Angeles,Hispanic,HYP,312,,
2020,Los Angeles,Non-Hispanic Asian,HYP,167,,
2020,Los Angeles,Non-Hispanic Black/African-American,HYP,192,,
2020,Los Angeles,Non-Hispanic Multi-Race,HYP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,HYP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,HYP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,HYP,398,,
2020,Los Angeles,Hispanic,INJ,721,,
2020,Los Angeles,Non-Hispanic Asian,INJ,123,,
2020,Los Angeles,Non-Hispanic Black/African-American,INJ,295,,
2020,Los Angeles,Non-Hispanic Multi-Race,INJ,33,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,INJ,713,,
2020,Los Angeles,Hispanic,LIV,560,,
2020,Los Angeles,Non-Hispanic Asian,LIV,73,,
2020,Los Angeles,Non-Hispanic Black/African-American,LIV,57,,
2020,Los Angeles,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,LIV,11,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,LIV,298,,
2020,Los Angeles,Hispanic,NEP,353,,
2020,Los Angeles,Non-Hispanic Asian,NEP,134,,
2020,Los Angeles,Non-Hispanic Black/African-American,NEP,149,,
2020,Los Angeles,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,NEP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,NEP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,NEP,330,,
2020,Los Angeles,Hispanic,OTH,4946,,
2020,Los Angeles,Non-Hispanic Asian,OTH,1610,,
2020,Los Angeles,Non-Hispanic Black/African-American,OTH,1403,,
2020,Los Angeles,Non-Hispanic Multi-Race,OTH,92,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,OTH,30,,
2020,Los Angeles,Non-Hispanic Other/Unknown,OTH,103,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,38,,
2020,Los Angeles,Non-Hispanic White,OTH,4206,,
2020,Los Angeles,Hispanic,PNF,411,,
2020,Los Angeles,Non-Hispanic Asian,PNF,295,,
2020,Los Angeles,Non-Hispanic Black/African-American,PNF,173,,
2020,Los Angeles,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,PNF,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,PNF,16,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,PNF,596,,
2020,Los Angeles,Hispanic,STK,732,,
2020,Los Angeles,Non-Hispanic Asian,STK,453,,
2020,Los Angeles,Non-Hispanic Black/African-American,STK,346,,
2020,Los Angeles,Non-Hispanic Multi-Race,STK,14,,
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Other/Unknown,STK,18,,
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,STK,973,,
2020,Los Angeles,Hispanic,SUI,145,,
2020,Los Angeles,Non-Hispanic Asian,SUI,62,,
2020,Los Angeles,Non-Hispanic Black/African-American,SUI,37,,
2020,Los Angeles,Non-Hispanic Multi-Race,SUI,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2020,Los Angeles,Non-Hispanic Other/Unknown,SUI,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,,1,Cell suppressed for small numbers
2020,Los Angeles,Non-Hispanic White,SUI,234,,
2020,Madera,Hispanic,ALZ,12,,
2020,Madera,Non-Hispanic Asian,ALZ,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,ALZ,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,ALZ,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,ALZ,0,,
2020,Madera,Non-Hispanic Other/Unknown,ALZ,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,0,,
2020,Madera,Non-Hispanic White,ALZ,29,,
2020,Madera,Hispanic,CAN,39,,
2020,Madera,Non-Hispanic Asian,CAN,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,CAN,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,CAN,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,CAN,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Other/Unknown,CAN,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,0,,
2020,Madera,Non-Hispanic White,CAN,77,,
2020,Madera,Hispanic,CLD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,CLD,0,,
2020,Madera,Non-Hispanic Black/African-American,CLD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,CLD,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Other/Unknown,CLD,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2020,Madera,Non-Hispanic White,CLD,27,,
2020,Madera,Hispanic,DIA,11,,
2020,Madera,Non-Hispanic Asian,DIA,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,DIA,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,DIA,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,DIA,0,,
2020,Madera,Non-Hispanic Other/Unknown,DIA,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
2020,Madera,Non-Hispanic White,DIA,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,HOM,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,HOM,0,,
2020,Madera,Non-Hispanic Black/African-American,HOM,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,HOM,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2020,Madera,Non-Hispanic Other/Unknown,HOM,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2020,Madera,Non-Hispanic White,HOM,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,HTD,36,,
2020,Madera,Non-Hispanic Asian,HTD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,HTD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,HTD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Native American/Alaskan Native,HTD,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Other/Unknown,HTD,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,0,,
2020,Madera,Non-Hispanic White,HTD,73,,
2020,Madera,Hispanic,HYP,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,HYP,0,,
2020,Madera,Non-Hispanic Black/African-American,HYP,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,HYP,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2020,Madera,Non-Hispanic Other/Unknown,HYP,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2020,Madera,Non-Hispanic White,HYP,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,INJ,19,,
2020,Madera,Non-Hispanic Asian,INJ,0,,
2020,Madera,Non-Hispanic Black/African-American,INJ,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,INJ,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Other/Unknown,INJ,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,0,,
2020,Madera,Non-Hispanic White,INJ,13,,
2020,Madera,Hispanic,LIV,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,LIV,0,,
2020,Madera,Non-Hispanic Black/African-American,LIV,0,,
2020,Madera,Non-Hispanic Multi-Race,LIV,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,LIV,0,,
2020,Madera,Non-Hispanic Other/Unknown,LIV,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2020,Madera,Non-Hispanic White,LIV,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,NEP,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,NEP,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,NEP,0,,
2020,Madera,Non-Hispanic Multi-Race,NEP,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2020,Madera,Non-Hispanic Other/Unknown,NEP,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2020,Madera,Non-Hispanic White,NEP,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,OTH,125,,
2020,Madera,Non-Hispanic Asian,OTH,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Black/African-American,OTH,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,OTH,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Other/Unknown,OTH,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2020,Madera,Non-Hispanic White,OTH,90,,
2020,Madera,Hispanic,PNF,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,PNF,0,,
2020,Madera,Non-Hispanic Black/African-American,PNF,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,PNF,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2020,Madera,Non-Hispanic Other/Unknown,PNF,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2020,Madera,Non-Hispanic White,PNF,,1,Cell suppressed for small numbers
2020,Madera,Hispanic,STK,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,STK,0,,
2020,Madera,Non-Hispanic Black/African-American,STK,0,,
2020,Madera,Non-Hispanic Multi-Race,STK,0,,
2020,Madera,Non-Hispanic Native American/Alaskan Native,STK,0,,
2020,Madera,Non-Hispanic Other/Unknown,STK,0,,
2020,Madera,Non-Hispanic Pacific Islander/Native Hawaiian,STK,0,,
2020,Madera,Non-Hispanic White,STK,15,,
2020,Madera,Hispanic,SUI,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Asian,SUI,0,,
2020,Madera,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Multi-Race,SUI,,1,Cell suppressed for small numbers
2020,Madera,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2020,Madera,Non-Hispanic Other/Unknown,SUI,0,,
